iter	Passed	Remaining
0	13	13580
1	18	9436
2	33	11063
3	45	11207
4	55	11048
5	75	12588
6	86	12329
7	105	13074
8	112	12375
9	119	11841
10	136	12289
11	147	12146
12	173	13174
13	182	12845
14	201	13250
15	218	13420
16	229	13245
17	242	13214
18	254	13122
19	271	13311
20	286	13361
21	302	13433
22	311	13217
23	321	13073
24	340	13285
25	343	12861
26	356	12853
27	365	12684
28	379	12691
29	385	12468
30	401	12535
31	412	12477
32	430	12613
33	440	12522
34	455	12546
35	471	12620
36	482	12549
37	488	12378
38	498	12273
39	507	12175
40	517	12107
41	528	12046
42	534	11896
43	540	11740
44	548	11643
45	562	11663
46	577	11712
47	612	12140
48	622	12078
49	633	12033
50	639	11895
51	645	11768
52	653	11675
53	661	11581
54	666	11456
55	672	11343
56	678	11227
57	685	11139
58	693	11065
59	700	10977
60	707	10896
61	720	10899
62	735	10932
63	745	10896
64	758	10916
65	767	10856
66	779	10860
67	787	10791
68	799	10790
69	823	10942
70	841	11009
71	859	11079
72	873	11097
73	884	11072
74	894	11034
75	903	10980
76	912	10937
77	922	10904
78	929	10841
79	938	10794
80	946	10736
81	956	10706
82	963	10643
83	971	10589
84	990	10663
85	1009	10731
86	1021	10715
87	1027	10652
88	1037	10623
89	1050	10616
90	1056	10553
91	1063	10493
92	1070	10439
93	1079	10408
94	1088	10367
95	1096	10322
96	1101	10258
97	1120	10311
98	1140	10381
99	1160	10447
100	1176	10474
101	1188	10461
102	1198	10439
103	1208	10410
104	1217	10381
105	1226	10346
106	1234	10301
107	1254	10358
108	1266	10348
109	1274	10314
110	1283	10280
111	1288	10218
112	1295	10165
113	1300	10108
114	1307	10063
115	1315	10024
116	1320	9967
117	1326	9912
118	1332	9864
119	1338	9817
120	1345	9772
121	1350	9720
122	1355	9665
123	1361	9621
124	1368	9576
125	1379	9568
126	1384	9514
127	1389	9465
128	1394	9414
129	1400	9370
130	1406	9328
131	1411	9283
132	1416	9235
133	1421	9189
134	1427	9143
135	1432	9099
136	1439	9070
137	1445	9026
138	1449	8978
139	1455	8940
140	1460	8895
141	1466	8860
142	1472	8824
143	1477	8784
144	1482	8742
145	1487	8703
146	1492	8661
147	1502	8651
148	1508	8617
149	1513	8578
150	1518	8539
151	1523	8499
152	1528	8459
153	1533	8425
154	1538	8388
155	1543	8352
156	1548	8316
157	1553	8279
158	1558	8243
159	1564	8211
160	1569	8176
161	1573	8140
162	1578	8104
163	1583	8071
164	1587	8035
165	1593	8003
166	1598	7973
167	1603	7941
168	1608	7909
169	1613	7876
170	1618	7844
171	1623	7814
172	1632	7803
173	1637	7773
174	1642	7742
175	1646	7710
176	1651	7680
177	1656	7649
178	1661	7621
179	1667	7597
180	1672	7569
181	1679	7547
182	1684	7521
183	1693	7511
184	1702	7502
185	1709	7481
186	1714	7456
187	1726	7457
188	1732	7433
189	1738	7409
190	1743	7385
191	1748	7359
192	1764	7379
193	1774	7372
194	1780	7348
195	1790	7344
196	1796	7324
197	1807	7321
198	1814	7302
199	1822	7288
200	1828	7267
201	1834	7245
202	1839	7221
203	1844	7195
204	1848	7169
205	1854	7148
206	1859	7125
207	1864	7099
208	1869	7076
209	1874	7053
210	1879	7027
211	1890	7026
212	1895	7003
213	1900	6981
214	1905	6957
215	1909	6932
216	1917	6919
217	1923	6899
218	1928	6876
219	1932	6853
220	1937	6829
221	1942	6806
222	1947	6785
223	1953	6767
224	1958	6745
225	1962	6721
226	1967	6701
227	1973	6683
228	1983	6679
229	1993	6675
230	1998	6654
231	2004	6634
232	2008	6611
233	2019	6610
234	2026	6595
235	2031	6575
236	2035	6554
237	2040	6532
238	2045	6514
239	2051	6495
240	2056	6475
241	2060	6454
242	2065	6434
243	2070	6414
244	2075	6395
245	2080	6376
246	2086	6359
247	2090	6339
248	2095	6319
249	2100	6301
250	2105	6282
251	2110	6265
252	2116	6249
253	2121	6229
254	2125	6209
255	2130	6192
256	2135	6173
257	2147	6177
258	2152	6159
259	2157	6141
260	2162	6123
261	2167	6105
262	2173	6090
263	2180	6080
264	2186	6065
265	2192	6050
266	2198	6034
267	2204	6022
268	2210	6006
269	2215	5990
270	2220	5973
271	2225	5957
272	2231	5942
273	2237	5927
274	2243	5913
275	2248	5898
276	2253	5882
277	2259	5867
278	2264	5853
279	2274	5848
280	2279	5832
281	2284	5816
282	2290	5803
283	2295	5786
284	2303	5778
285	2308	5764
286	2315	5751
287	2320	5736
288	2325	5722
289	2335	5717
290	2341	5705
291	2346	5689
292	2352	5677
293	2359	5666
294	2365	5654
295	2372	5642
296	2379	5631
297	2383	5615
298	2388	5599
299	2392	5583
300	2400	5575
301	2406	5561
302	2410	5545
303	2414	5528
304	2419	5513
305	2424	5497
306	2429	5483
307	2435	5471
308	2440	5457
309	2444	5441
310	2449	5427
311	2454	5412
312	2459	5398
313	2464	5385
314	2470	5371
315	2474	5356
316	2479	5342
317	2483	5327
318	2488	5312
319	2493	5298
320	2499	5286
321	2503	5271
322	2508	5256
323	2512	5241
324	2519	5232
325	2521	5214
326	2534	5215
327	2538	5201
328	2543	5188
329	2548	5174
330	2554	5163
331	2559	5150
332	2565	5138
333	2570	5125
334	2575	5111
335	2579	5098
336	2584	5084
337	2589	5071
338	2596	5062
339	2601	5049
340	2606	5036
341	2611	5025
342	2616	5012
343	2622	5001
344	2628	4989
345	2632	4975
346	2637	4962
347	2642	4950
348	2646	4937
349	2652	4925
350	2661	4921
351	2666	4909
352	2671	4896
353	2676	4883
354	2680	4871
355	2685	4858
356	2691	4848
357	2696	4835
358	2700	4821
359	2704	4807
360	2709	4795
361	2712	4781
362	2718	4769
363	2723	4758
364	2728	4746
365	2732	4733
366	2737	4721
367	2741	4708
368	2746	4696
369	2751	4684
370	2756	4672
371	2760	4659
372	2764	4647
373	2769	4634
374	2773	4622
375	2777	4610
376	2785	4602
377	2790	4591
378	2794	4578
379	2797	4565
380	2801	4551
381	2806	4539
382	2810	4527
383	2815	4515
384	2820	4504
385	2824	4493
386	2828	4480
387	2832	4468
388	2836	4455
389	2840	4443
390	2845	4432
391	2850	4421
392	2856	4411
393	2860	4398
394	2863	4386
395	2868	4375
396	2873	4364
397	2878	4353
398	2885	4347
399	2891	4336
400	2895	4325
401	2901	4316
402	2905	4304
403	2912	4297
404	2919	4288
405	2923	4277
406	2928	4267
407	2934	4257
408	2939	4248
409	2944	4236
410	2950	4227
411	2955	4217
412	2959	4206
413	2964	4195
414	2968	4184
415	2972	4173
416	2978	4164
417	2984	4154
418	2988	4144
419	2993	4133
420	2999	4125
421	3003	4114
422	3010	4106
423	3015	4096
424	3020	4085
425	3025	4076
426	3029	4065
427	3033	4053
428	3037	4043
429	3045	4037
430	3049	4025
431	3054	4015
432	3058	4004
433	3062	3993
434	3066	3982
435	3071	3973
436	3077	3965
437	3082	3954
438	3086	3944
439	3090	3932
440	3094	3922
441	3098	3911
442	3102	3901
443	3106	3890
444	3111	3880
445	3116	3870
446	3121	3861
447	3125	3851
448	3131	3843
449	3136	3834
450	3144	3827
451	3149	3818
452	3154	3809
453	3159	3800
454	3164	3790
455	3175	3788
456	3180	3778
457	3184	3768
458	3189	3759
459	3194	3750
460	3199	3741
461	3205	3733
462	3211	3724
463	3215	3714
464	3220	3705
465	3225	3696
466	3231	3687
467	3236	3678
468	3242	3671
469	3248	3663
470	3253	3654
471	3258	3645
472	3264	3636
473	3269	3628
474	3274	3619
475	3279	3609
476	3283	3599
477	3288	3591
478	3292	3580
479	3298	3572
480	3304	3565
481	3308	3555
482	3312	3545
483	3317	3536
484	3321	3527
485	3326	3517
486	3330	3508
487	3336	3500
488	3340	3491
489	3345	3481
490	3349	3472
491	3353	3462
492	3357	3453
493	3363	3445
494	3368	3436
495	3372	3427
496	3377	3417
497	3381	3408
498	3385	3399
499	3390	3390
500	3394	3381
501	3399	3372
502	3404	3363
503	3408	3354
504	3412	3345
505	3417	3336
506	3421	3327
507	3428	3320
508	3438	3317
509	3444	3309
510	3449	3301
511	3456	3294
512	3465	3289
513	3471	3282
514	3476	3273
515	3481	3265
516	3490	3260
517	3495	3252
518	3501	3245
519	3506	3237
520	3512	3229
521	3517	3220
522	3523	3213
523	3529	3206
524	3535	3198
525	3541	3191
526	3548	3184
527	3563	3185
528	3569	3178
529	3575	3170
530	3582	3164
531	3589	3157
532	3597	3151
533	3601	3143
534	3607	3135
535	3612	3127
536	3618	3119
537	3625	3113
538	3630	3104
539	3634	3096
540	3639	3087
541	3644	3079
542	3648	3070
543	3654	3063
544	3659	3055
545	3664	3046
546	3668	3038
547	3674	3030
548	3679	3022
549	3693	3021
550	3698	3013
551	3702	3005
552	3708	2998
553	3715	2991
554	3721	2984
555	3727	2976
556	3732	2968
557	3737	2960
558	3741	2951
559	3746	2943
560	3752	2936
561	3758	2929
562	3764	2922
563	3770	2914
564	3775	2907
565	3781	2899
566	3790	2894
567	3798	2888
568	3804	2881
569	3818	2880
570	3830	2878
571	3837	2871
572	3850	2869
573	3859	2864
574	3870	2860
575	3895	2867
576	3907	2864
577	3921	2862
578	3928	2856
579	3949	2859
580	3963	2858
581	3981	2859
582	3993	2856
583	4005	2853
584	4019	2851
585	4026	2844
586	4043	2845
587	4050	2838
588	4059	2832
589	4081	2836
590	4087	2828
591	4098	2824
592	4108	2819
593	4115	2812
594	4123	2806
595	4135	2803
596	4143	2797
597	4151	2790
598	4166	2789
599	4178	2785
600	4188	2780
601	4206	2780
602	4213	2773
603	4227	2771
604	4236	2765
605	4250	2763
606	4267	2762
607	4276	2757
608	4292	2755
609	4306	2753
610	4322	2751
611	4340	2751
612	4348	2745
613	4357	2739
614	4364	2732
615	4372	2725
616	4384	2721
617	4393	2715
618	4401	2708
619	4407	2701
620	4412	2692
621	4420	2686
622	4425	2678
623	4431	2670
624	4436	2661
625	4441	2653
626	4447	2645
627	4456	2639
628	4461	2631
629	4466	2623
630	4471	2614
631	4476	2606
632	4481	2598
633	4487	2590
634	4492	2582
635	4497	2574
636	4502	2565
637	4507	2557
638	4512	2549
639	4518	2541
640	4524	2534
641	4529	2525
642	4534	2517
643	4539	2509
644	4545	2501
645	4551	2494
646	4557	2486
647	4563	2478
648	4568	2470
649	4574	2463
650	4586	2458
651	4593	2451
652	4599	2444
653	4605	2436
654	4614	2430
655	4620	2423
656	4625	2415
657	4631	2407
658	4638	2400
659	4644	2392
660	4652	2385
661	4658	2378
662	4663	2370
663	4669	2362
664	4677	2356
665	4682	2348
666	4689	2341
667	4695	2333
668	4702	2326
669	4716	2323
670	4721	2315
671	4726	2306
672	4730	2298
673	4747	2296
674	4757	2290
675	4764	2283
676	4772	2277
677	4786	2273
678	4792	2265
679	4797	2257
680	4803	2250
681	4810	2242
682	4813	2233
683	4817	2225
684	4822	2217
685	4827	2209
686	4832	2201
687	4844	2196
688	4848	2188
689	4853	2180
690	4858	2172
691	4862	2164
692	4867	2156
693	4874	2149
694	4878	2141
695	4883	2133
696	4889	2125
